,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,Reg16,CAN16
-624,C06 - SGB 1601,Time stamp,44551,0:20:00.2,0,1503,377,2529,234,0.85,L,50.1,241,240,241,417,416,418,673,588,575,50.1,240,240,241,419,418,419,0,0,0,0.024,52.6,28.3,53.7,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1504,104.9,88,51,3.16,1.26,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-625,C04 - SGC 1615,Time stamp,44551,0:20:00.2,0,1501,384,2547,275,0.81,L,50.1,240,240,240,416,415,416,675,641,618,50.1,240,239,239,417,417,417,0,0,0,0.022,47,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,93.4,76,31,4.28,1.08,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-626,C07 - SGJ-1500,Time stamp,44551,0:20:00.1,0,1503,311,2546,215,0.82,L,50.1,240,240,240,416,415,416,516,543,518,50.1,241,239,239,417,417,418,0,0,0,0.074,54,27.8,42.4,28.1,,,,01100001 0000,01010001 0010,AUT,1503,75.7,87,40,4.04,1.12,57,38,#####,#####,27.5,,,11110000,,0,11111110 00000000,,,,,,,,,
-627,C02 - SGC 1617,Time stamp,44551,0:20:00.1,0,1503,393,2539,274,0.82,L,50.1,240,239,239,416,414,416,707,680,644,50.1,240,240,239,416,415,416,0,0,0,0.004,46.5,27.4,41.4,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1502,97.2,78,31,4.6,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163326,#####,#####,#####,0,,
-628,C01 - SGB 1603,Time stamp,44551,0:20:00.1,0,1502,307,2552,215,0.82,L,50.1,240,241,240,415,415,416,550,501,535,50.1,240,240,240,418,417,418,0,0,0,0.062,54.2,27.9,47.8,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,82.8,88,48,3.88,0.92,62,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-629,C05 - SGC1616,Time stamp,44551,0:19:00.3,0,1500,385,2543,252,0.84,L,50,239,240,239,414,414,416,665,629,606,50,240,240,239,417,416,417,0,0,0,0.012,49.7,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,97.5,77,36,4.44,1.14,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822878,,,,,,
-630,C06 - SGB 1601,Time stamp,44551,0:19:00.2,0,1500,375,2541,242,0.84,L,50,241,240,240,416,416,418,673,585,566,50,240,239,241,419,417,419,0,0,0,0.01,52.6,28.3,53.7,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1499,104.2,88,51,3.16,1.22,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-631,C03 - SGC 1618,Time stamp,44551,0:19:00.2,0,1501,381,2539,270,0.82,L,50,240,239,239,414,414,415,673,652,630,50,239,239,239,416,416,417,0,0,0,0.018,47.6,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,92.7,76,31,4.56,1.08,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895936,,,,,,
-632,C04 - SGC 1615,Time stamp,44551,0:19:00.1,0,1500,387,2547,269,0.82,L,50,240,240,240,416,415,417,680,655,626,50,240,239,239,417,417,417,0,0,0,0.028,47.2,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,94.2,76,31,4.24,1.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-633,C02 - SGC 1617,Time stamp,44551,0:19:00.1,0,1501,385,2538,269,0.82,L,50,240,239,239,416,414,416,676,662,625,50.1,240,240,239,416,416,417,0,0,0,0.006,46.6,27.4,41.4,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1501,96,78,31,4.68,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163320,#####,#####,#####,0,,
-634,C01 - SGB 1603,Time stamp,44551,0:19:00.1,0,1500,316,2559,213,0.83,L,50.1,240,240,240,416,415,416,546,502,532,50.1,240,240,240,417,417,418,0,0,0,0.07,54.2,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,84.7,89,47,3.84,0.94,63,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-635,C07 - SGJ-1500,Time stamp,44551,0:19:00.0,0,1500,312,2560,213,0.83,L,50,241,240,240,416,415,417,506,539,511,50,241,239,239,418,417,418,0,0,0,0.072,54.1,27.9,42.4,28.1,,,,01100001 0000,01010001 0010,AUT,1501,77.5,87,40,4.04,1.1,58,38,#####,#####,27.5,,,11110000,,0,11111110 00000000,,,,,,,,,
-636,C07 - SGJ-1500,Time stamp,44551,0:18:00.3,0,1498,350,2749,221,0.85,L,50,240,240,240,415,415,416,562,600,579,50,240,239,239,417,417,417,0,0,0,0.078,54.1,28.2,42.4,28.4,,,,01100001 0000,01010001 0010,AUT,1499,85.9,86,39,4.12,1.16,64,38,#####,#####,27.4,,,11110000,,0,11111110 00000000,,,,,,,,,
-637,C05 - SGC1616,Time stamp,44551,0:18:00.3,0,1498,416,2737,300,0.81,L,50,239,239,239,414,413,415,748,715,689,50,239,239,239,416,415,416,0,0,0,0.012,49.4,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,102.2,77,36,4.4,1.12,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822872,,,,,,
-638,C01 - SGB 1603,Time stamp,44551,0:18:00.3,0,1499,363,2726,237,0.84,L,49.9,240,240,239,415,415,416,637,577,610,49.9,239,240,240,417,416,417,0,0,0,0.024,54.1,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,99.3,88,47,3.8,1.06,71,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-639,C03 - SGC 1618,Time stamp,44551,0:18:00.2,0,1498,413,2731,260,0.85,L,49.9,240,239,239,414,413,415,714,690,674,49.9,239,239,238,415,415,416,0,0,0,0.016,47.8,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,98.9,76,31,4.52,1.12,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895929,,,,,,
-640,C06 - SGB 1601,Time stamp,44551,0:18:00.1,0,1499,363,2729,274,0.8,L,49.9,240,240,240,415,415,418,708,611,600,49.9,240,239,240,418,417,418,0,0,0,0.124,52.4,28.3,53.7,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1499,102.9,87,51,3.16,1.1,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-641,C04 - SGC 1615,Time stamp,44551,0:18:00.0,0,1497,415,2715,256,0.85,L,49.9,239,239,240,416,414,415,724,691,663,49.9,239,239,239,416,416,416,0,0,0,0.022,47.7,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,99.3,76,31,4.2,1.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-642,C02 - SGC 1617,Time stamp,44551,0:18:00.0,0,1496,415,2729,256,0.85,L,49.9,239,239,239,415,413,415,689,671,638,49.9,239,239,238,415,414,416,0,0,0,0.002,47.1,27.4,41.4,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1497,101.7,78,31,4.72,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163313,#####,#####,#####,0,,
-643,C04 - SGC 1615,Time stamp,44551,0:17:00.3,0,1499,380,2508,261,0.82,L,50,240,240,240,416,415,416,664,635,611,50,239,239,240,416,417,417,0,0,0,0.012,47.2,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,92.8,76,31,4.24,1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-644,C02 - SGC 1617,Time stamp,44551,0:17:00.3,0,1499,380,2503,262,0.82,L,50,239,239,239,415,414,416,646,634,594,50,240,240,239,416,415,416,0,0,0,-0.002,46.6,27.4,41,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1499,95,78,31,4.76,0.9,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163307,#####,#####,#####,0,,
-645,C07 - SGJ-1500,Time stamp,44551,0:17:00.2,0,1501,310,2493,212,0.83,L,50,240,240,240,415,415,416,510,537,524,50,241,239,239,417,417,418,0,0,0,0.07,54,28.1,42.9,28.4,,,,01100001 0000,01010001 0010,AUT,1501,75.8,86,40,4.12,1.06,56,38,#####,#####,27.5,,,11110000,,0,11111110 00000000,,,,,,,,,
-646,C05 - SGC1616,Time stamp,44551,0:17:00.2,0,1502,380,2474,255,0.83,L,50,239,240,239,414,414,416,690,657,641,50,240,240,239,417,416,416,0,0,0,0.004,49.8,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1502,95.5,77,36,4.44,1.08,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822866,,,,,,
-647,C01 - SGB 1603,Time stamp,44551,0:17:00.2,0,1503,315,2507,215,0.83,L,50,240,240,240,415,415,416,561,505,538,50,239,240,240,417,416,417,0,0,0,0.078,54.2,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,84.2,88,47,3.76,0.92,62,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-648,C03 - SGC 1618,Time stamp,44551,0:17:00.1,0,1500,375,2508,262,0.82,L,50,240,239,239,414,414,415,652,625,615,50,239,239,239,416,416,417,0,0,0,0.024,47.6,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,92.4,76,31,4.56,1.06,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895923,,,,,,
-649,C06 - SGB 1601,Time stamp,44551,0:17:00.0,0,1502,357,2507,241,0.83,L,50,240,240,240,416,415,417,662,578,564,50,240,239,240,419,417,418,0,0,0,0.066,52.6,28.3,53.7,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1500,102.3,88,52,3.16,1.12,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-650,C06 - SGB 1601,Time stamp,44551,0:16:00.3,0,1500,355,2360,227,0.84,L,50.1,241,241,241,417,417,418,648,567,550,50.1,241,240,241,420,418,420,0,0,0,-0.036,52.7,28.3,53.7,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1502,101.6,88,52,3.16,1.14,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-651,C04 - SGC 1615,Time stamp,44551,0:16:00.3,0,1502,358,2367,263,0.81,L,50.1,240,240,240,417,415,416,649,617,592,50.1,240,239,240,417,417,417,0,0,0,0.024,47,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,90.7,76,31,4.28,0.98,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-652,C03 - SGC 1618,Time stamp,44551,0:16:00.3,0,1502,352,2357,265,0.8,L,50.1,240,240,240,415,415,416,634,609,587,50.1,240,240,239,417,416,418,0,0,0,0.028,47.5,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,90,76,31,4.6,1.02,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895917,,,,,,
-653,C02 - SGC 1617,Time stamp,44551,0:16:00.2,0,1501,363,2372,261,0.81,L,50.1,240,240,239,416,414,416,648,633,596,50.1,240,240,239,417,416,417,0,0,0,0.014,46.4,27.4,41,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1502,92.5,78,31,4.72,0.86,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163301,#####,#####,#####,0,,
-654,C01 - SGB 1603,Time stamp,44551,0:16:00.2,0,1502,281,2383,204,0.81,L,50,240,241,240,416,416,417,516,469,503,50,240,240,240,418,417,417,0,0,0,0.138,54.3,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,76.2,88,47,3.88,0.74,57,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-655,C07 - SGJ-1500,Time stamp,44551,0:16:00.1,0,1501,292,2383,204,0.82,L,50.1,241,240,240,416,416,417,474,507,483,50.1,241,240,239,418,417,418,0,0,0,0.078,54.2,28,42.9,28.2,,,,01100001 0000,01010001 0010,AUT,1501,71.1,86,40,4.12,1,55,38,#####,#####,27.5,,,11110000,,0,11111110 00000000,,,,,,,,,
-656,C05 - SGC1616,Time stamp,44551,0:16:00.1,0,1501,361,2391,248,0.82,L,50,240,240,239,414,414,416,639,606,591,50,240,240,239,417,416,417,0,0,0,0.022,49.7,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,92,77,36,4.44,1.02,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822859,,,,,,
-657,C06 - SGB 1601,Time stamp,44551,0:15:00.2,0,1499,348,2398,237,0.83,L,50,241,240,240,416,415,418,649,565,555,50,240,239,240,418,417,418,0,0,0,0.02,52.7,28.3,53.7,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1498,100.2,88,52,3.16,1.06,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-658,C04 - SGC 1615,Time stamp,44551,0:15:00.2,0,1497,364,2404,257,0.82,L,50,240,239,240,416,414,415,639,610,588,50,240,239,239,416,416,417,0,0,0,0.018,47.3,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,88.5,76,32,4.24,0.96,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-659,C03 - SGC 1618,Time stamp,44551,0:15:00.2,0,1499,373,2399,255,0.83,L,50,240,239,239,414,414,415,657,632,620,50,239,239,238,416,415,417,0,0,0,0.032,47.6,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1498,90.8,76,31,4.56,1.02,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895910,,,,,,
-660,C07 - SGJ-1500,Time stamp,44551,0:15:00.1,0,1498,298,2406,205,0.82,L,50,240,240,240,416,414,416,490,518,498,50,240,239,239,417,417,417,0,0,0,0.084,54.2,27.9,42.9,28.2,,,,01100001 0000,01010001 0010,AUT,1499,73.9,86,40,4.12,0.96,55,37,#####,#####,27.5,,,11110000,,0,11111110 00000000,,,,,,,,,
-661,C05 - SGC1616,Time stamp,44551,0:15:00.1,0,1499,362,2393,255,0.82,L,49.9,239,239,238,414,413,415,649,623,602,49.9,239,239,239,416,415,416,0,0,0,0.06,49.6,27.1,44.4,0.1,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,90.3,77,36,4.48,0.98,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822853,,,,,,
-662,C02 - SGC 1617,Time stamp,44551,0:15:00.1,0,1498,357,2406,260,0.81,L,49.9,239,239,239,415,413,415,621,609,571,49.9,240,239,238,416,415,416,0,0,0,0.024,46.5,27.4,41,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1498,90.8,76,32,4.68,0.84,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163294,#####,#####,#####,0,,
-663,C01 - SGB 1603,Time stamp,44551,0:15:00.1,0,1502,298,2377,208,0.82,L,50,240,241,240,416,415,416,524,479,508,50,240,240,240,417,417,417,0,0,0,0.082,54.2,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,80.6,89,47,3.76,0.82,60,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-664,C03 - SGC 1618,SetpointChange,44551,0:14:12.5,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-665,C05 - SGC1616,Time stamp,44551,0:14:00.3,0,1499,387,2512,260,0.83,L,50,239,240,239,415,413,416,682,637,619,50,239,240,239,417,416,416,0,0,0,0.06,49.7,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,95.7,77,37,4.4,1.04,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822847,,,,,,
-666,C06 - SGB 1601,Time stamp,44551,0:14:00.2,0,1501,356,2501,237,0.83,L,50,241,240,241,416,416,418,674,588,575,50,240,239,241,419,417,419,0,0,0,0.178,52.6,28.3,53.7,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1500,101.2,88,52,3.16,1.1,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-667,C04 - SGC 1615,Time stamp,44551,0:14:00.1,0,1498,380,2508,269,0.82,L,50,240,239,240,416,414,416,674,650,620,50,240,239,239,416,417,417,0,0,0,0.048,47.3,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,93.3,76,32,4.24,1.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-668,C03 - SGC 1618,Time stamp,44551,0:14:00.1,0,1500,394,2507,259,0.84,L,50,240,239,239,414,414,415,680,654,633,50,239,239,239,416,415,417,0,0,0,0.066,47.8,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,94.7,77,31,4.48,1.06,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895904,,,,,,
-669,C02 - SGC 1617,Time stamp,44551,0:14:00.1,0,1499,376,2508,267,0.82,L,50,239,239,239,415,413,416,666,654,614,50,240,239,239,416,415,416,0,0,0,0.042,46.7,27.3,40.5,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1499,94.9,76,32,4.84,0.86,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163288,#####,#####,#####,0,,
-670,C07 - SGJ-1500,Time stamp,44551,0:14:00.0,0,1499,310,2498,218,0.82,L,50,240,240,240,415,415,416,522,549,536,50,241,239,239,417,417,417,0,0,0,0.106,54.1,28,43.4,28.2,,,,01100001 0000,01010001 0010,AUT,1500,75.8,86,40,4.08,1.04,57,38,#####,#####,27.6,,,11110000,,0,11111110 00000000,,,,,,,,,
-671,C01 - SGB 1603,Time stamp,44551,0:14:00.0,0,1500,304,2487,213,0.82,L,50,240,240,239,415,415,416,544,495,528,50,239,240,240,417,416,417,0,0,0,0.094,54.3,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,83.4,88,47,3.76,0.88,62,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-672,C03 - SGC 1618,SetpointChange,44551,0:13:39.4,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-673,C07 - SGJ-1500,Time stamp,44551,0:13:00.3,0,1502,257,2303,190,0.8,L,50.1,241,240,240,416,415,417,424,458,439,50.1,241,239,239,417,417,418,0,0,0,0.206,54.3,27.8,43.4,28.1,,,,01100001 0000,01010001 0010,AUT,1502,63,87,41,4.16,0.88,48,38,#####,#####,27.6,,,11110000,,0,11111110 00000000,,,,,,,,,
-674,C01 - SGB 1603,Time stamp,44551,0:13:00.3,0,1502,273,2287,196,0.81,L,50.1,241,240,240,416,415,417,485,440,468,50.1,240,240,240,418,417,417,0,0,0,0.236,54.5,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,73.6,89,49,3.88,0.74,56,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111110 00000000,,,,,,,,,
-675,C05 - SGC1616,Time stamp,44551,0:13:00.2,0,1503,323,2306,241,0.8,L,50.1,239,239,239,414,414,415,591,566,546,50.1,240,240,239,417,416,417,0,0,0,0.14,50,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,81.5,78,37,4.4,0.88,#####,,,,,,,10111100,,11100,11111110 00000000,,,2822841,,,,,,
-676,C06 - SGB 1601,Time stamp,44551,0:13:00.1,0,1502,333,2287,220,0.83,L,50.1,241,240,240,416,416,418,611,539,527,50.1,240,240,241,419,418,419,0,0,0,0.146,52.9,28.3,53.7,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1504,97,88,54,3.16,1.02,,,,,,,,,,,11111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-677,C03 - SGC 1618,Time stamp,44551,0:13:00.1,0,1504,327,2287,240,0.81,L,50.1,240,239,239,414,414,415,600,582,565,50.1,239,240,239,416,417,417,0,0,0,0.144,47.3,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1502,81.3,77,32,4.52,0.88,#####,,,,,,,10111100,,11100,11111110 00000000,#####,#####,2895898,,,,,,
-678,C04 - SGC 1615,Time stamp,44551,0:13:00.0,0,1502,321,2309,244,0.8,L,50.1,240,240,241,416,415,417,579,559,530,50.1,240,239,240,417,417,417,0,0,0,0.15,47.1,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,82.9,77,32,4.2,0.86,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,,,,#####,#####,#####,0,,
-679,C02 - SGC 1617,Time stamp,44551,0:13:00.0,0,1502,465,2302,316,0.83,L,50.1,240,240,240,416,415,417,806,772,735,50.1,240,240,239,417,416,417,0,0,0,-0.056,46.5,27.2,40,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1502,114.9,69,34,4.96,1.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163282,#####,#####,#####,0,,
-680,C02 - SGC 1617,Loaded,44551,0:12:47.5,0,1499,333,2360,152,0.91,L,50,239,239,239,415,413,415,531,525,495,50,239,239,238,416,415,416,0,0,0,0.746,50.2,27.2,39.5,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1498,90.6,68,37,5.08,0.48,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-681,C02 - SGC 1617,GCB closed,44551,0:12:32.5,0,1499,2,2444,42,0.06,C,49.9,238,239,238,414,412,414,102,103,78,49.9,239,239,238,415,414,415,0,0,0,-0.248,50.8,26.9,39.5,0,#####,#####,#####,10100000 1000,10011001 0111,AUT,1499,24.9,67,43,5.2,0.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-682,C02 - SGC 1617,Soft load,44551,0:12:32.5,0,1499,2,2444,42,0.06,C,49.9,238,239,238,414,412,414,102,103,78,49.9,239,239,238,415,414,415,0,0,0,-0.248,50.8,26.9,39.5,0,#####,#####,#####,10100000 1000,10011001 0111,AUT,1499,24.9,67,43,5.16,0.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-683,C02 - SGC 1617,SyncStarted,44551,0:12:27.8,0,1497,0,2352,0,0, ,49.9,246,247,246,428,427,428,0,0,0,50.1,239,238,237,414,414,415,0,0,0,0,50,26.8,39.5,0,#####,#####,#####,10000000 1000,10000001 0111,AUT,1497,27.4,68,47,5.2,0.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-684,C02 - SGC 1617,Running,44551,0:12:22.7,0,715,0,2668,0,0, ,23.8,34,34,34,59,59,59,0,0,0,50.1,239,239,238,413,413,412,0,0,0,0,50,25.1,39.5,24.5,#####,#####,#####,10000000 1000,10000000 0001,AUT,713,7.6,71,52,2.12,0,#####,#####,#####,#####,#####,#####,#####,10111100,0,10100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-685,C02 - SGC 1617,Idle run,44551,0:12:17.7,0,366,0,2437,0,0, ,0,0,0,0,0,0,0,0,0,0,50,239,239,238,413,412,412,0,0,0,0,50,22.4,39.5,21.8,#####,#####,#####,10000000 1000,11000000 0000,AUT,382,4.3,70,57,0,0,#####,#####,#####,#####,#####,#####,#####,10111100,0,10100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-686,C02 - SGC 1617,Wrn AmberLamp,44551,0:12:16.8,0,149,0,2421,0,0, ,0,0,0,0,0,0,0,0,0,0,50,239,239,238,413,413,413,0,0,0,0,50,20.9,39.5,20.3,#####,#####,#####,10000000 1000,11000000 0000,AUT,158,0.6,70,57,0,0,#####,#####,#####,#####,#####,#####,#####,10111100,0,10100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-687,C02 - SGC 1617,Gen PMS start,44551,0:12:15.1,0,0,0,2410,0,0, ,0,0,0,0,0,0,0,0,0,0,49.9,239,238,238,413,412,412,0,0,0,0,50,25.9,39.5,0,#####,#####,#####,10000000 1000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,0,0,100,10111110 00000000,#####,#####,2163280,#####,#####,#####,0,,
-688,C04 - SGC 1615,Time stamp,44551,0:12:00.3,0,1498,449,2499,300,0.83,L,50,240,240,240,416,415,416,780,746,712,50,240,239,239,417,416,417,0,0,0,-0.002,47.4,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,107.5,77,32,4.12,1.2,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-689,C01 - SGB 1603,Time stamp,44551,0:12:00.3,0,1500,368,2500,251,0.83,L,50,240,240,240,415,415,416,644,594,633,50,239,240,240,417,417,417,0,0,0,0.102,54.3,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,99.7,89,49,3.72,1.12,72,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-690,C07 - SGJ-1500,Time stamp,44551,0:12:00.2,0,1500,361,2494,249,0.82,L,50,240,240,240,415,415,416,604,641,600,50,241,239,239,417,416,418,0,0,0,0.084,54.1,27.8,43.4,28.1,,,,01100001 0000,01010001 0010,AUT,1499,88.1,87,41,4.08,1.26,65,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-691,C05 - SGC1616,Time stamp,44551,0:12:00.2,0,1499,454,2498,313,0.82,L,49.9,239,239,239,414,413,415,833,777,754,50,239,239,239,417,415,416,0,0,0,0,49.6,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,109.4,78,37,4.36,1.24,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822833,,,,,,
-692,C03 - SGC 1618,Time stamp,44551,0:12:00.1,0,1498,449,2507,305,0.83,L,50,239,239,239,414,414,415,786,755,726,50,239,239,238,416,415,416,0,0,0,0.028,47.5,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1498,107.3,77,32,4.52,1.22,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2895891,,,,,,
